stock;Vorrat;The store keeps a large stock of goods.;Das Geschäft hat einen großen Vorrat an Waren.
store;Geschäft;He buys groceries at the store.;Er kauft Lebensmittel im Geschäft ein.
storm;Sturm;A storm hits the coast every year.;Jedes Jahr trifft ein Sturm die Küste.
story;Geschichte;She writes a short story in her free time.;Sie schreibt in ihrer Freizeit eine kurze Geschichte.
stream;Bach;A small stream flows through the forest.;Ein kleiner Bach fließt durch den Wald.
street;Straße;The street is busy during the day.;Die Straße ist tagsüber belebt.
structure;Struktur, Gliederung, Gebäude;The structure of the building is unique.;Die Struktur des Gebäudes ist einzigartig.
student;Student, Schüler;The student studies hard for exams.;Der Student lernt fleißig für die Prüfungen.
stuff;Zeug, Kram;He carries his stuff in a backpack.;Er trägt seinen Kram in einem Rucksack.
style;Stil;Her style is modern and elegant.;Ihr Stil ist modern und elegant.
subject;Thema, Fach;The subject of the lecture is history.;Das Thema der Vorlesung ist Geschichte.
subway;U-Bahn;He rides the subway to work.;Er fährt mit der U-Bahn zur Arbeit.
success;Erfolg;Success comes with hard work.;Erfolg kommt durch harte Arbeit.
summer;Sommer;They enjoy swimming in the summer.;Im Sommer schwimmen sie gerne.
sun;Sonne;The sun rises in the morning.;Die Sonne geht morgens auf.
Sunday;Sonntag;They relax on Sunday afternoons.;Sie entspannen sonntagnachmittags.
support;Unterstützung;Her family offers support during tough times.;Ihre Familie bietet Unterstützung in schwierigen Zeiten.
surface;Oberfläche;The table has a smooth surface.;Der Tisch hat eine glatte Oberfläche.
system;System, Methode;The computer system is efficient.;Das Computersystem ist effizient.
table;Tisch;They eat dinner at the table.;Sie essen am Tisch zu Abend.
task;Aufgabe;He completes each task on time.;Er erledigt jede Aufgabe pünktlich.
tax;Steuer;She pays her tax every year.;Sie zahlt jedes Jahr ihre Steuer.
teacher;Lehrer;The teacher explains the lesson clearly.;Der Lehrer erklärt den Unterrichtsstoff klar.
term;Begriff, Semester;The term lasts for three months.;Das Semester dauert drei Monate.
theory;Theorie;He studies the theory of physics.;Er studiert die Theorie der Physik.
thing;Ding, Sache;That thing belongs to her.;Diese Sache gehört ihr.
thought;Gedanke;He shares his thought during the meeting.;Er teilt seinen Gedanken während der Besprechung.
threat;Bedrohung;The storm is a threat to the town.;Der Sturm ist eine Bedrohung für die Stadt.
Thursday;Donnerstag;They meet every Thursday for lunch.;Sie treffen sich jeden Donnerstag zum Mittagessen.
time;Zeit;Time is precious.;Zeit ist kostbar.
toilet;Toilette;He uses the toilet before leaving.;Er benutzt die Toilette, bevor er geht.
towel;Handtuch;She dries her hands with a towel.;Sie trocknet ihre Hände mit einem Handtuch.
town;Stadt;The town hosts a fair every year.;Die Stadt veranstaltet jedes Jahr ein Volksfest.
trade;Handel, Gewerbe, Handwerk;They engage in trade with neighboring countries.;Sie betreiben Handel mit den Nachbarländern.
trail;Pfad, Wanderweg;The hikers follow a narrow trail in the forest.;Die Wanderer folgen einem schmalen Pfad im Wald.
train;Zug;He catches the train every morning.;Er nimmt jeden Morgen den Zug.
treat;Leckerei;The child enjoys a sweet treat.;Das Kind genießt eine süße Leckerei.
treatment;Behandlung;She receives treatment for her illness.;Sie erhält eine Behandlung für ihre Krankheit.
tree;Baum;The tree provides shade in the park.;Der Baum spendet im Park Schatten.
trip;Reise, Ausflug;They plan a trip to the mountains.;Sie planen einen Ausflug in die Berge.
trouble;Ärger;He often gets into trouble.;Er gerät oft in Ärger.
truth;Wahrheit;She always tells the truth.;Sie sagt immer die Wahrheit.
Tuesday;Dienstag;They have a meeting on Tuesday.;Sie haben am Dienstag ein Treffen.
type;Art, Typ, Sorte;He is the type of person who never gives up.;Er ist der Typ Mensch, der nie aufgibt.
uncle;Onkel;His uncle visits every summer.;Sein Onkel besucht ihn jeden Sommer.
value;Wert;They appreciate the value of honesty.;Sie schätzen den Wert der Ehrlichkeit.
vegetables;Gemüse;She eats vegetables with every meal.;Sie isst zu jeder Mahlzeit Gemüse.
victim;Opfer;The victim waits for help.;Das Opfer wartet auf Hilfe.
view;Aussicht, Blick, Standpunkt;They enjoy the view from the hill.;Sie genießen den Blick vom Hügel.
village;Dorf, Ort;The village is small and quiet.;Das Dorf ist klein und ruhig.
violence;Gewalt;They condemn violence in all forms.;Sie verurteilen jede Form von Gewalt.
voice;Stimme;Her voice sounds gentle.;Ihre Stimme klingt sanft.
wall;Wand, Mauer;The wall is painted in bright colors.;Die Wand ist in leuchtenden Farben gestrichen.
war;Krieg;War disrupts many lives.;Krieg zerstört viele Leben.
water;Wasser;He drinks water throughout the day.;Er trinkt den ganzen Tag Wasser.
way;Art, Weise, Weg;She shows the way to the museum.;Sie zeigt den Weg zum Museum.
weapon;Waffe;The soldier holds a weapon during training.;Der Soldat hält während des Trainings eine Waffe.
Wednesday;Mittwoch;She attends a meeting on Wednesday.;Sie hat am Mittwoch ein Meeting.
week;Woche;The week has seven days.;Die Woche hat sieben Tage.
weekend;Wochenende;They relax on the weekend.;Sie entspannen sich am Wochenende.
weight;Gewicht;He lifts weights at the gym.;Er hebt Gewichte im Fitnessstudio.
west;Westen;The sun sets in the west.;Die Sonne geht im Westen unter.
wife;Ehefrau;His wife cooks dinner every evening.;Seine Ehefrau kocht jeden Abend das Abendessen.
wind;Wind;The wind blows strongly today.;Der Wind weht heute stark.
window;Fenster;She opens the window for fresh air.;Sie öffnet das Fenster für frische Luft.
wine;Wein;He enjoys a glass of wine with dinner.;Er genießt ein Glas Wein zum Abendessen.
woman;Frau;The woman walks in the park.;Die Frau spaziert im Park.
word;Wort;She writes one word on the board.;Sie schreibt ein Wort an die Tafel.
work;Arbeit;He goes to work every morning.;Er geht jeden Morgen zur Arbeit.
worker;Arbeiter;The worker starts his shift at eight.;Der Arbeiter beginnt seine Schicht um acht Uhr.
world;Welt;The world turns every day.;Die Welt dreht sich jeden Tag.
year;Jahr;A new year begins in January.;Ein neues Jahr beginnt im Januar.
can;können;They can solve the problem easily.;Sie können das Problem leicht lösen.
could;könnte;She thinks he could be right.;Sie glaubt, er könnte Recht haben.
may;dürfen, können;You may leave after the bell.;Du darfst nach der Pause gehen.
must;müssen;They must follow the rules.;Sie müssen die Regeln befolgen.
should;sollte;He should study for the test.;Er sollte für den Test lernen.
to accept;akzeptieren;She learns to accept help from others.;Sie lernt, Hilfe von anderen zu akzeptieren.
to act;handeln, verhalten;He acts quickly in emergencies.;Er handelt schnell in Notfällen.
to add;hinzufügen;She adds sugar to her coffee.;Sie fügt ihrem Kaffee Zucker hinzu.
to admit;zugeben;He admits his mistake openly.;Er gibt seinen Fehler offen zu.
to affect;etwas beeinflussen, sich auswirken auf etwas;The weather affects our mood.;Das Wetter beeinflusst unsere Stimmung.
to agree to, to agree with;zustimmen;They agree with the new plan.;Sie stimmen dem neuen Plan zu.
to allow;zulassen;The teacher allows students to ask questions.;Der Lehrer erlaubt den Schülern, Fragen zu stellen.
to appear;scheinen, den Anschein haben, aussehen;She appears calm under pressure.;Sie wirkt unter Druck ruhig.
to apply something;anwenden, einsetzen;He applies the rules carefully.;Er wendet die Regeln sorgfältig an.
to approach;sich nähern, herankommen, nahen;The cat approaches the door quietly.;Die Katze nähert sich leise der Tür.
to argue with, to argue against;argumentieren;They argue with each other about politics.;Sie streiten sich über Politik.
to arrive, to arrive at;ankommen;The train arrives at eight every morning.;Der Zug kommt jeden Morgen um acht an.
to ask something;etwas fragen;She asks a question in class.;Sie stellt im Unterricht eine Frage.
to assume;annehmen, vermuten;I assume he is busy today.;Ich nehme an, er ist heute beschäftigt.
to attack;angreifen;The dog attacks the ball playfully.;Der Hund greift den Ball spielerisch an.
to avoid;verhindern, vermeiden;They avoid crowded places.;Sie vermeiden überfüllte Orte.
to be;sein;She is happy with her work.;Sie ist mit ihrer Arbeit zufrieden.
to be able to;fähig sein zu;He is able to solve complex problems.;Er ist in der Lage, komplexe Probleme zu lösen.
to be available;verfügbar sein;The book is available at the library.;Das Buch ist in der Bibliothek verfügbar.
to beat;schlagen;He beats the drum during the parade.;Er schlägt während der Parade auf die Trommel.
to become;werden;She becomes more confident each day.;Sie wird mit jedem Tag selbstbewusster.
to begin something;etwas anfangen, beginnen;They begin the meeting on time.;Sie beginnen das Treffen pünktlich.
to believe in something,in believe to someone;an etwas / jemanden glauben;He believes in his team.;Er glaubt an sein Team.
to break;brechen;The child breaks the toy accidentally.;Das Kind zerbricht versehentlich das Spielzeug.
to bring;bringen;She brings a gift to the party.;Sie bringt ein Geschenk zur Party mit.
to build something;etwas bauen;They build a new house.;Sie bauen ein neues Haus.
to buy something;etwas kaufen;He buys fresh fruits at the market.;Er kauft frisches Obst auf dem Markt.
to call;rufen;She calls her friend on the phone.;Sie ruft ihre Freundin am Telefon an.
to call someone;jemanden anrufen;He calls his mother every evening.;Er ruft seine Mutter jeden Abend an.
to care for;sich kümmern um;She cares for her plants every day.;Sie kümmert sich jeden Tag um ihre Pflanzen.
to carry;tragen;He carries his bag to work.;Er trägt seine Tasche zur Arbeit.
to catch;fangen;She catches the bus every morning.;Sie erwischt jeden Morgen den Bus.
to cause;verursachen;The noise causes a disturbance.;Der Lärm verursacht eine Störung.
to change;ändern;He changes his clothes before dinner.;Er wechselt seine Kleidung vor dem Abendessen.
to charge;berechnen, aufladen;The machine charges the battery quickly.;Die Maschine lädt den Akku schnell auf.
to check;kontrollieren, prüfen;She checks her email every morning.;Sie prüft jeden Morgen ihre E-Mails.
to choose;(aus-)wählen;They choose a movie to watch together.;Sie wählen zusammen einen Film aus.
to claim;fordern, beanspruchen;He claims the package at the post office.;Er fordert das Paket bei der Post ab.
to close;schließen;She closes the door softly.;Sie schließt die Tür leise.
to come;kommen;They come to work by bus.;Sie kommen mit dem Bus zur Arbeit.
to compare;vergleichen;He compares prices before buying.;Er vergleicht die Preise vor dem Kauf.
to consider;erwägen, berücksichtigen;She considers every option carefully.;Sie erwägt jede Option sorgfältig.
to contain;beinhalten;The box contains old photographs.;Die Kiste enthält alte Fotos.
to continue;fortfahren, weitermachen;He continues his work after lunch.;Er setzt seine Arbeit nach dem Mittagessen fort.
to control;kontrollieren, beherrschen;She controls the machine with precision.;Sie bedient die Maschine präzise.
to cover;bedecken, abdecken;He covers the table with a cloth.;Er deckt den Tisch mit einem Tuch ab.
to create;erschaffen;The artist creates a beautiful painting.;Der Künstler schafft ein schönes Gemälde.
to cut something;etwas schneiden;She cuts the paper with scissors.;Sie schneidet das Papier mit einer Schere.
to deal, to deal with;sich mit etwas befassen, mit etwas / jdm zu tun haben;They deal with customer complaints daily.;Sie bearbeiten täglich Kundenbeschwerden.
to decide;entscheiden;He decides to join the team.;Er entscheidet sich, dem Team beizutreten.
to describe;beschreiben;She describes her experience clearly.;Sie beschreibt ihre Erfahrung klar.
to design;entwerfen, gestalten;He designs a new logo for the company.;Er entwirft ein neues Logo für die Firma.
to determine;bestimmen, festlegen;They determine the schedule for the event.;Sie legen den Zeitplan für die Veranstaltung fest.
to develop;entwickeln;The team develops a new strategy.;Das Team entwickelt eine neue Strategie.
to die;sterben;Many plants die without water.;Viele Pflanzen sterben ohne Wasser.
to discover;entdecken;She discovers a hidden path in the forest.;Sie entdeckt einen versteckten Pfad im Wald.
to do something;etwas tun, erledigen;He does his homework every day.;Er macht jeden Tag seine Hausaufgaben.
to draw;zeichnen, auslosen;She draws a picture of her cat.;Sie zeichnet ein Bild von ihrer Katze.
to dream;träumen;He dreams of traveling to new places.;Er träumt davon, neue Orte zu bereisen.
to drive;fahren (am Steuer);She drives to work every morning.;Sie fährt jeden Morgen zur Arbeit.
to drop;fallen lassen;He drops the keys on the floor.;Er lässt die Schlüssel auf den Boden fallen.
to eat something;etwas essen;She eats an apple for breakfast.;Sie isst einen Apfel zum Frühstück.
to enjoy;genießen;They enjoy a quiet evening at home.;Sie genießen einen ruhigen Abend zu Hause.
to enter;eintreten, betreten;He enters the room quietly.;Er betritt leise den Raum.
to establish;herstellen (z.B. Kontakt), einrichten;They establish a new company.;Sie gründen ein neues Unternehmen.
to exist;existieren;Dinosaurs once existed on Earth.;Dinosaurier existierten einst auf der Erde.
to expect;erwarten;She expects a package to arrive today.;Sie erwartet, dass heute ein Paket ankommt.
to explain;erklären;He explains the rules clearly.;Er erklärt die Regeln deutlich.
to fail;scheitern;The project fails due to lack of funds.;Das Projekt scheitert wegen fehlender Mittel.
to fall;fallen, stürzen;The leaves fall from the trees in autumn.;Die Blätter fallen im Herbst von den Bäumen.
to feel;fühlen, sich anfühlen;She feels cold in the morning.;Sie fühlt sich morgens kalt.
to feel good;sich gut fühlen;He feels good after a long walk.;Er fühlt sich nach einem langen Spaziergang gut.
to fight;kämpfen;They fight for justice every day.;Sie kämpfen jeden Tag für Gerechtigkeit.
to fill;füllen;She fills the glass with water.;Sie füllt das Glas mit Wasser.
to find;finden;He finds his lost keys quickly.;Er findet seine verlorenen Schlüssel schnell.
to finish;beenden, fertigstellen;They finish the project on time.;Sie beenden das Projekt pünktlich.
to fly;fliegen;The birds fly over the lake.;Die Vögel fliegen über den See.
to follow;folgen;She follows the instructions carefully.;Sie folgt den Anweisungen genau.
to forget;vergessen;He forgets his umbrella at home sometimes.;Er vergisst manchmal seinen Regenschirm zu Hause.
to form;formen, bilden;They form a circle around the teacher.;Sie bilden einen Kreis um den Lehrer.
to get along with someone;mit jemandem auskommen;They get along with each other easily.;Sie kommen gut miteinander aus.
to get away;entfliehen, entkommen;He gets away from trouble quickly.;Er entkommt dem Ärger schnell.
to get something from someone;etwas von jemandem bekommen;She gets a gift from her friend.;Sie bekommt ein Geschenk von ihrer Freundin.
to get up;aufstehen (z. B. morgens, aus dem Bett);He gets up at seven every morning.;Er steht jeden Morgen um sieben Uhr auf.
to give;geben;She gives a present to her brother.;Sie gibt ihrem Bruder ein Geschenk.
to go;gehen, fahren;They go to school by bus.;Sie fahren mit dem Bus zur Schule.
to go for a walk;spazieren gehen;He goes for a walk every evening.;Er geht jeden Abend spazieren.
to grow;wachsen;The plant grows in the sunlight.;Die Pflanze wächst im Sonnenlicht.
to guess;raten;She guesses the answer correctly.;Sie rät die Antwort richtig.
to happen;passieren, geschehen;Accidents happen sometimes.;Unfälle passieren manchmal.
to have something;etwas haben;He has a car and a bike.;Er hat ein Auto und ein Fahrrad.
to have to do something;etwas tun müssen;She has to finish her homework.;Sie muss ihre Hausaufgaben beenden.
to hear something;etwas hören;They hear the birds singing.;Sie hören die Vögel singen.
to help;helfen;He helps his mother in the kitchen.;Er hilft seiner Mutter in der Küche.
to help someone out;jemandem aushelfen, einspringen;She helps her friend out with the project.;Sie hilft ihrer Freundin bei dem Projekt.
to help someone with something;jemandem mit etwas helfen;He helps his brother with his homework.;Er hilft seinem Bruder bei den Hausaufgaben.
to hit;schlagen;The player hits the ball with the bat.;Der Spieler schlägt den Ball mit dem Schläger.
to hold;halten;She holds the baby gently.;Sie hält das Baby behutsam.
to hope;hoffen;They hope for a better future.;Sie hoffen auf eine bessere Zukunft.
to imagine;sich vorstellen;He imagines a world without war.;Er stellt sich eine Welt ohne Krieg vor.
to improve;verbessern;She improves her skills every day.;Sie verbessert täglich ihre Fähigkeiten.
to include;enthalten, beinhalten;The package includes a user manual.;Das Paket enthält eine Bedienungsanleitung.
to increase;erhöhen, steigern;The company increases its sales every month.;Das Unternehmen steigert seine Verkäufe jeden Monat.
to indicate;anzeigen, andeuten;The sign indicates the exit.;Das Schild zeigt den Ausgang an.
to involve;einbeziehen;The project involves several teams.;Das Projekt bezieht mehrere Teams mit ein.
to issue;herausgeben, ausstellen;The bank issues new credit cards.;Die Bank stellt neue Kreditkarten aus.
to keep something;etwas halten, behalten;He keeps his promises.;Er hält seine Versprechen.
to kill someone;jemanden ermorden, töten;The story shows a man who kills someone.;Die Geschichte zeigt einen Mann, der jemanden tötet.
to know someone;jemanden kennen;She knows many people in the city.;Sie kennt viele Leute in der Stadt.
to lay;legen;He lays the book on the table.;Er legt das Buch auf den Tisch.
to lead;führen;She leads the team in every project.;Sie führt das Team bei jedem Projekt.
to learn something;etwas lernen;They learn new words every day.;Sie lernen jeden Tag neue Wörter.
to leave;weggehen, verlassen;He leaves the office at five o’clock.;Er verlässt das Büro um fünf Uhr.
to let;lassen;She lets her friend borrow her car.;Sie lässt ihre Freundin ihr Auto ausleihen.
to lie;liegen, lügen;The book lies on the desk.;Das Buch liegt auf dem Schreibtisch.
to like something, to like someone;etwas / jemanden mögen;He likes chocolate very much.;Er mag Schokolade sehr.
to listen to someone;jemandem zuhören;She listens to her teacher attentively.;Sie hört ihrem Lehrer aufmerksam zu.
to listen to something;etwas anhören;They listen to music in the car.;Sie hören im Auto Musik an.
to live;leben, wohnen;He lives in a small apartment.;Er wohnt in einer kleinen Wohnung.
to look;blicken, schauen;She looks at the painting carefully.;Sie schaut sich das Gemälde genau an.
to lose something;etwas verlieren;He loses his keys often.;Er verliert oft seine Schlüssel.
to love;lieben;They love spending time together.;Sie lieben es, Zeit miteinander zu verbringen.
to maintain;erhalten, instand halten;He maintains his bicycle regularly.;Er wartet sein Fahrrad regelmäßig.
to make a chair;einen Stuhl machen;She makes a chair from wood.;Sie fertigt einen Stuhl aus Holz an.
to make a mistake;einen Fehler machen;He makes a mistake in his calculations.;Er macht einen Fehler in seinen Berechnungen.
to make something;etwas machen, herstellen;They make furniture by hand.;Sie stellen Möbel von Hand her.
to manage;führen, leiten, regeln;She manages the store efficiently.;Sie leitet das Geschäft effizient.
to marry;heiraten;He marries his childhood friend.;Er heiratet seine Freundin aus der Kindheit.
to mean;bedeuten, meinen;This word means “happy”.;Dieses Wort bedeutet “glücklich”.
to measure;messen;She measures the fabric before cutting it.;Sie misst den Stoff vor dem Zuschneiden.
to meet someone;jemanden treffen, kennenlernen;They meet new people at the conference.;Sie treffen auf der Konferenz neue Leute.
to mention;erwähnen;He mentions the date in his speech.;Er erwähnt das Datum in seiner Rede.
to miss;vermissen, verpassen;She misses the bus sometimes.;Sie verpasst manchmal den Bus.
to move;sich bewegen;He moves quickly in the game.;Er bewegt sich schnell im Spiel.
to need something;etwas brauchen;They need help with the project.;Sie brauchen Hilfe bei dem Projekt.
to notice;bemerken;She notices the change immediately.;Sie bemerkt die Veränderung sofort.
to occur, to occur to someone;auftreten, ereignen;Accidents occur unexpectedly.;Unfälle ereignen sich unerwartet.
to offer;anbieten;He offers his seat to an elderly person.;Er bietet einem älteren Menschen seinen Sitzplatz an.
to open something;etwas öffnen, aufmachen;She opens the window to let in fresh air.;Sie öffnet das Fenster, um frische Luft hereinzulassen.
to order;bestellen, befehlen;They order dinner at the restaurant.;Sie bestellen im Restaurant das Abendessen.
to own;besitzen;He owns a small business.;Er besitzt ein kleines Unternehmen.
to pass;vorbeigehen, bestehen;She passes the exam with good marks.;Sie besteht die Prüfung mit guten Noten.
to pay something, to pay for something;(für) etwas bezahlen;He pays for the groceries at the cashier.;Er bezahlt die Lebensmittel an der Kasse.
to pay someone;jemanden bezahlen, entlohnen;She pays her babysitter on time.;Sie bezahlt ihre Babysitterin pünktlich.
to pay something off;etwas abbezahlen;They pay off the loan in five years.;Sie bezahlen das Darlehen in fünf Jahren ab.
to perform;vorführen, leisten;He performs his duties diligently.;Er erfüllt seine Aufgaben gewissenhaft.
to plan;planen;She plans her day every morning.;Sie plant jeden Morgen ihren Tag.
to play;spielen;The children play in the park.;Die Kinder spielen im Park.
to practice;üben, betreiben;He practices the piano daily.;Er übt täglich Klavier.
to prepare;vorbereiten, zubereiten;She prepares a delicious meal every night.;Sie bereitet jeden Abend ein leckeres Essen zu.
to prevent;verhindern;They prevent accidents by following rules.;Sie verhindern Unfälle, indem sie die Regeln befolgen.
to process;verarbeiten;The machine processes data quickly.;Die Maschine verarbeitet Daten schnell.
to produce;produzieren;The factory produces cars efficiently.;Die Fabrik produziert Autos effizient.
to protect;schützen;She protects her belongings carefully.;Sie schützt ihre Sachen sorgfältig.
to prove;beweisen;He proves his theory with evidence.;Er beweist seine Theorie mit Beweisen.
to provide;bereitstellen;The hotel provides free breakfast.;Das Hotel stellt ein kostenloses Frühstück bereit.
to pull;ziehen;He pulls the door open.;Er zieht die Tür auf.
to push;schieben;She pushes the cart along the aisle.;Sie schiebt den Einkaufswagen den Gang entlang.
to put;setzen, stellen, legen;They put the books on the shelf.;Sie stellen die Bücher ins Regal.
to put something on the table;etwas auf den Tisch legen;He puts his keys on the table.;Er legt seine Schlüssel auf den Tisch.
to reach someone, to reach something;jemanden / etwas erreichen;She reaches the top of the mountain.;Sie erreicht den Gipfel des Berges.
to read;lesen;He reads a newspaper every morning.;Er liest jeden Morgen eine Zeitung.
to realize;merken, erkennen;She realizes her mistake quickly.;Sie merkt ihren Fehler schnell.
to receive;erhalten;They receive a package every week.;Sie erhalten jede Woche ein Paket.
to recognize;erkennen;He recognizes his friend in the crowd.;Er erkennt seinen Freund in der Menge.
to reduce;verringern, reduzieren;The company reduces waste by recycling.;Das Unternehmen reduziert Abfall durch Recycling.
to reflect;nachdenken, überlegen;She reflects on her day before sleeping.;Sie denkt vor dem Schlafengehen über ihren Tag nach.
to relate;zuordnen, etwas in Zusammenhang bringen;He relates the story to his own experiences.;Er bringt die Geschichte in Zusammenhang mit seinen eigenen Erfahrungen.
to remain;übrigbleiben, verbleiben;Only a few cookies remain in the jar.;Nur noch wenige Kekse bleiben im Glas.
to remember;erinnern;She remembers her friend’s birthday.;Sie erinnert sich an den Geburtstag ihrer Freundin.
to remove;entfernen;He removes his shoes before entering.;Er zieht seine Schuhe aus, bevor er eintritt.
to report;berichten;The journalist reports the news daily.;Der Journalist berichtet täglich die Nachrichten.
to require;benötigen;This job requires careful attention.;Dieser Job benötigt sorgfältige Aufmerksamkeit.
to respond;antworten;She responds to emails promptly.;Sie antwortet schnell auf E-Mails.
to rest;ausruhen;He rests after a long day.;Er ruht sich nach einem langen Tag aus.
to return;zurückkehren, umkehren;They return home after the trip.;Sie kehren nach der Reise nach Hause zurück.
to reveal;verraten, enthüllen;The magician reveals the secret trick.;Der Zauberer enthüllt den geheimen Trick.
to rise;aufsteigen, ansteigen;The sun rises in the east.;Die Sonne steigt im Osten auf.
to risk;riskieren;She risks her life to save others.;Sie riskiert ihr Leben, um andere zu retten.
to run;rennen, laufen;He runs in the park every morning.;Er läuft jeden Morgen im Park.
to save;sparen, retten;He saves money every month.;Er spart jeden Monat Geld.
to say something;etwas sagen;She says something funny.;Sie sagt etwas Lustiges.
to see;sehen;He sees the birds in the garden.;Er sieht die Vögel im Garten.
to sell;verkaufen;They sell fresh vegetables at the market.;Sie verkaufen frisches Gemüse auf dem Markt.
to send;senden, schicken;She sends an email every day.;Sie schickt jeden Tag eine E-Mail.
to sense;fühlen, spüren;He senses danger in the air.;Er spürt die Gefahr in der Luft.
to shake;schütteln;She shakes the bottle before using it.;Sie schüttelt die Flasche vor dem Gebrauch.
to share;teilen;They share their food with friends.;Sie teilen ihr Essen mit Freunden.
to shoot;schießen;He shoots the basketball into the hoop.;Er wirft den Basketball in den Korb.
to shout;schreien, brüllen;She shouts for help.;Sie schreit um Hilfe.
to shout at someone;jemanden anschreien;He shouts at his brother when he is angry.;Er schreit seinen Bruder an, wenn er wütend ist.
to show;zeigen;She shows her artwork at the gallery.;Sie zeigt ihre Kunstwerke in der Galerie.
to show off;angeben, prahlen;He shows off his new car.;Er prahlt mit seinem neuen Auto.
to show someone something;jemandem etwas zeigen;She shows her friend the photo album.;Sie zeigt ihrer Freundin das Fotoalbum.
to sing;singen;He sings a song in the shower.;Er singt ein Lied unter der Dusche.
to sit;sitzen;They sit on the bench in the park.;Sie sitzen auf der Bank im Park.
to sit on something;auf etwas sitzen;She sits on the chair at the table.;Sie sitzt auf dem Stuhl am Tisch.
to smile;lächeln;He smiles at the children.;Er lächelt die Kinder an.
to sort;sortieren, ordnen;She sorts the documents by date.;Sie sortiert die Dokumente nach Datum.
to sound;klingen;The music sounds very relaxing.;Die Musik klingt sehr entspannend.
to speak;sprechen;He speaks clearly during the meeting.;Er spricht während der Besprechung klar.
to speak about something;über etwas sprechen;They speak about their plans for the weekend.;Sie sprechen über ihre Pläne für das Wochenende.
to speak up;lauter sprechen;She speaks up during the discussion.;Sie spricht während der Diskussion lauter.
to spend;ausgeben, verbringen;He spends his free time reading.;Er verbringt seine Freizeit mit Lesen.
to stand;stehen;They stand in line for tickets.;Sie stehen in der Schlange für Tickets.
to stand up;aufstehen (z. B. von einem Stuhl);He stands up when the teacher enters.;Er steht auf, wenn der Lehrer hereinkommt.
to start;beginnen, anfangen, starten;She starts work at nine o’clock.;Sie beginnt um neun Uhr zu arbeiten.
to stay;bleiben;They stay at a hotel during their trip.;Sie bleiben während ihrer Reise in einem Hotel.
to stop;anhalten, stoppen;He stops the car at the red light.;Er hält das Auto an der roten Ampel an.
to study;lernen, studieren;She studies English every day.;Sie lernt jeden Tag Englisch.
to succeed;gelingen, erfolgreich sein;They succeed in solving the puzzle.;Sie schaffen es, das Rätsel zu lösen.
to suffer;leiden, ertragen;He suffers from a bad cold.;Er leidet unter einer starken Erkältung.
to suggest;vorschlagen;She suggests a new idea for the project.;Sie schlägt eine neue Idee für das Projekt vor.
to support;unterstützen;He supports his team in every game.;Er unterstützt seine Mannschaft in jedem Spiel.
to take something;etwas nehmen;She takes an umbrella when it rains.;Sie nimmt einen Regenschirm, wenn es regnet.
to talk about something, to talk about someone;über etwas / jemanden reden;They talk about their favorite movies.;Sie reden über ihre Lieblingsfilme.
to talk someone into something;jemanden zu etwas überreden;He talks his friend into trying sushi.;Er redet seinen Freund dazu, Sushi zu probieren.
to talk to someone;sich mit jemandem unterhalten;She talks to her neighbor every morning.;Sie unterhält sich jeden Morgen mit ihrer Nachbarin.
to teach;lehren;He teaches math at the local school.;Er unterrichtet Mathematik an der örtlichen Schule.
to tell someone something;jemandem etwas erzählen / mitteilen;She tells her parents the good news.;Sie erzählt ihren Eltern die guten Nachrichten.
to tend to;zu etwas neigen, zu etwas tendieren;He tends to forget his keys.;Er neigt dazu, seine Schlüssel zu vergessen.
to thank;danken;She thanks her teacher after class.;Sie dankt ihrem Lehrer nach dem Unterricht.
to think;denken, meinen, glauben;He thinks about his future plans.;Er denkt über seine Zukunftspläne nach.
to throw;werfen;They throw the ball back and forth.;Sie werfen sich den Ball hin und her.
to travel;reisen;She travels to new cities every year.;Sie reist jedes Jahr in neue Städte.
to treat;behandeln;The doctor treats patients with care.;Der Arzt behandelt die Patienten sorgfältig.
to try;versuchen, probieren;He tries a new recipe every week.;Er probiert jede Woche ein neues Rezept aus.
to turn;(sich) umdrehen, wenden;She turns the page of her book.;Sie dreht die Seite ihres Buches um.
to understand;verstehen;He understands the instructions perfectly.;Er versteht die Anweisungen perfekt.
to use something;etwas benutzen, gebrauchen;She uses her computer for work.;Sie benutzt ihren Computer für die Arbeit.
to visit;besuchen;They visit their grandparents on Sundays.;Sie besuchen ihre Großeltern sonntags.
to vote;wählen, abstimmen;He votes in every election.;Er stimmt bei jeder Wahl ab.
to wait;warten, abwarten;She waits patiently for the bus.;Sie wartet geduldig auf den Bus.
to wait for someone;auf jemanden warten;He waits for his friend at the café.;Er wartet im Café auf seinen Freund.
to walk;zu Fuß gehen;They walk to school every morning.;Sie gehen jeden Morgen zu Fuß zur Schule.
to want something;etwas wollen;She wants a new bicycle.;Sie will ein neues Fahrrad.
to watch;zuschauen, etwas anschauen;He watches the game on TV.;Er schaut sich das Spiel im Fernsehen an.
to watch someone;jemanden beobachten, auf jemanden aufpassen;She watches the children at the park.;Sie passt im Park auf die Kinder auf.
to wear;tragen, anhaben;He wears a hat in the sun.;Er trägt einen Hut in der Sonne.
to win someone over;jemanden für sich gewinnen;She wins her colleague over with kindness.;Sie gewinnt ihre Kollegin mit Freundlichkeit für sich.
to win something;etwas gewinnen, siegen;They win the match every weekend.;Sie gewinnen jedes Wochenende das Spiel.
